"open","high","low","volume","average_volume_2_weeks","average_volume","high_52_weeks","dividend_yield","float","low_52_weeks","market_cap","pb_ratio","pe_ratio","shares_outstanding","ceo","headquarters_city","headquarters_state","sector","industry","num_employees","year_founded","symbol"
9.77,9.83,9.47,16006462,13767406.2,13767406.2,17.59,5.09554,1279121910,7.43,12355180600,0.744999,NA,1288340000,"Antonio Fabio Neri","San Jose","California","Electronic Technology","Computer Processing Hardware",61600,1939,"HPE"
83.975,84.53,80.44,3364955,4705543.2,4705543.2,115.48,0.85702,271757646.411,44.3,22352781820,-25.2136,31.7749,277261000,"Christopher J. Nassetta","McLean","Virginia","Consumer Services","Hotels/Resorts/Cruise lines",173000,2010,"HLT"
33.3,33.3,31.28,2282569,2421590.8,2421590.8,58.88,4.33437,160543155.63,18.4801,5094552420,0.9347,26.3158,161886000,"Michael C. Jennings","Dallas","Texas","Energy Minerals","Oil Refining/Marketing",4074,1947,"HFC"
51.98,53.19,51.14,1861489,2553130.9,2553130.9,55.25,NA,255973292.718,26.49,13509337920,6.36065,22.445,258206000,"Stephen P. MacMillan","Marlborough","Massachusetts","Health Technology","Medical Specialties",6478,1986,"HOLX"
249.88,252.22,244.48,5260483,7552440.3,7552440.3,252.22,2.47443,1073037287.04,140.63,263309776800,-76.2635,24.0998,1074120000,"Craig A. Menear","Atlanta","Georgia","Retail Trade","Home Improvement Chains",415700,1978,"HD"
149.91,151.21,144.6902,3477662,4832193.6,4832193.6,184.06,2.48379,699067980.072,101.08,103564690880,5.76546,16.6571,701848000,"Darius Adamczyk","Charlotte","North Carolina","Producer Manufacturing","Industrial Conglomerates",113000,1885,"HON"
47.3,48.04,47.16,4078495,2963660.8,2963660.8,51.53,2.03368,279366027.584,38.44,25748714880,4.0343,26.8605,537776000,"James P. Snee","Austin","Minnesota","Consumer Non-Durables","Food: Meat/Fish/Dairy",18800,1891,"HRL"
12.69,12.71,11.885,13983808,17021307.1,17021307.1,19.34,6.79117,662127101.078,7.855,8480656770,1.18624,12.1554,704959000,"James F. Risoleo","Bethesda","Maryland","Finance","Real Estate Investment Trusts",175,1927,"HST"
14.3,14.36,13.27,2928901,3193324.7,3193324.7,15.4,0.4878,432462412.156,9.87,5791447840,1.20435,11.5391,436103000,"John C. Plant","Pittsburgh","Pennsylvania","Non-Energy Minerals","Aluminum",41700,1888,"HWM"
15.7,15.7,14.94,50166636,14551302.1,14551302.1,23.93,4.1313,1427050604.8,12.54,21460697600,-15.014,8.4644,1429760000,"Enrique Lores","Palo Alto","California","Electronic Technology","Computer Processing Hardware",56000,1939,"HPQ"
405,411.5163,402.3,838038,872424.2,872424.2,412.7,0.62603,131829477.312,208.25,53386104860,4.27318,20.5049,132206000,"Bruce Dale Broussard","Louisville","Kentucky","Health Services","Managed Health Care",46000,1961,"HUM"
9.67,9.7,9.05,16326828,10379705.3,10379705.3,15.63,6.67408,1000854608.84,6.82,9234473100,0.865732,9.20541,1014220000,"Stephen D. Steinour","Columbus","Ohio","Finance","Regional Banks",15664,1966,"HBAN"
209.955,209.955,200.045,336573,399792.2,399792.2,279.71,2.13008,39339805.371,147.14,8122382524,4.76781,13.2107,40474300,"C. Michael Petters","Newport News","Virginia","Electronic Technology","Aerospace & Defense",42000,2010,"HII"
160.83,160.83,156.99,657661,687692.5,687692.5,178.14,1.28957,75013885.0134,104.555,11871962493,5.23845,28.4318,75391900,"Andrew K. Silvernail","Lake Forest","Illinois","Producer Manufacturing","Industrial Machinery",7439,1987,"IEX"
302.56,311.97,301.285,646623,563345.8,563345.8,311.97,NA,83830824.459,168.65,26000539290,229.791,58.1261,84933000,"Jonathan J. Mazelsky","Westbrook","Maine","Health Technology","Medical Specialties",9200,1983,"IDXX"
70.01,70.01,68.95,1627423,2138849.2,2138849.2,81.65,0.99692,396372910.5,44.81,27569084760,3.25116,31.5626,398916000,"Lance Darrell Gordon Uggla","London","Greater London","Finance","Investment Managers",15500,1959,"INFO"
177.41,177.41,172.75,1216685,1476078.4,1476078.4,190.85,2.47256,314725455.692,115.94,54627802120,23.9519,22.4802,315932000,"Ernest Scott Santi","Glenview","Illinois","Producer Manufacturing","Industrial Machinery",45000,1912,"ITW"
362.82,377.76,362.1518,1479871,1292312.2,1292312.2,380.76,NA,146364519,196.78,54832470000,11.2402,55.8003,1.47e+08,"Francis A. deSouza","San Diego","California","Health Technology","Biotechnology",7700,1998,"ILMN"
98.36,102.98,98.04,1634604,1787515.3,1787515.3,104.81,NA,215358821.782,62.48,21856855150,11.0485,NA,217373000,"Hervé Hoppenot","Wilmington","Delaware","Health Technology","Biotechnology",1456,1991,"INCY"
28.06,29.37,27.94,6696698,3933920.9,3933920.9,38.96,1.6429,344550739.324,17.01,11977048750,1.43869,74.4417,416593000,"Vicente Reynal","Davidson","North Carolina","Producer Manufacturing","Industrial Machinery",6600,1872,"IR"
62.94,63.45,61.49,17260656,22956577.4,22956577.4,69.29,2.11742,4232479994,43.2,261237800000,3.45689,12.0741,4.234e+09,"Robert Holmes Swan","Santa Clara","California","Electronic Technology","Semiconductors",110800,1968,"INTC"
93.7,95.631,93.12,2681886,3051941.4,3051941.4,101.93,1.27348,539070581.088,63.51,51914951140,3.02541,25.1636,547222000,"Jeffrey Craig Sprecher","Atlanta","Georgia","Finance","Investment Banks/Brokers",5989,2000,"ICE"
126.95,126.95,124.22,3910659,5138095.3,5138095.3,158.75,5.3548,886262718.18,90.56,110569190760,5.40576,12.0601,887892000,"Arvind Krishna","Armonk","New York","Technology Services","Information Technology Services",383800,1911,"IBM"
36.08,36.14,34.55,2675958,2905936.9,2905936.9,47.64,5.97145,390990898.144,26.38,13791808690,1.96658,20.7057,393041000,"Mark S. Sutton","Memphis","Tennessee","Process Industries","Containers/Packaging",51000,1898,"IP"
18.27,18.35,17.395,6436722,5314696.7,5314696.7,25.2,5.8186,386942416.802,11.63,6794868160,2.69612,10.2864,389614000,"Michael Isor Roth","New York","New York","Commercial Services","Advertising/Marketing Services",54300,1930,"IPG"
137.505,137.52,132.87,889391,1164757.2,1164757.2,152.95,2.20216,106555556.985,92.14,14350089300,2.49681,32.5816,106851000,"Andreas Fibig","New York","New York","Consumer Non-Durables","Household/Personal Care",13600,1833,"IFF"
281.99,290.24,281.38,1716852,1396182.8,1396182.8,306.8899,0.75124,251517541.065,187.675,73994973550,15.5239,55.7509,260665000,"Sasan K. Goodarzi","Mountain View","California","Technology Services","Packaged Software",9400,1983,"INTU"
562.65,585.61,562.65,821463,669065.2,669065.2,619,NA,115563773.28,360.5,66750977020,7.74067,48.6866,116618000,"Gary S. Guthart","Sunnyvale","California","Health Technology","Medical Specialties",7326,1995,"ISRG"
8.59,8.65,8.09,7194247,9117341,9117341,21.095,7.66378,450791000,6.375,3730824480,0.391247,7.92671,458896000,"Martin L. Flanagan","Atlanta","Georgia","Finance","Investment Managers",8821,1935,"IVZ"
152.52,155.58,151.685,229475,442045.7,442045.7,166.49,NA,35262346.4756,98.04,8069209892,3.45125,50.9661,53027600,"Valentin Pavlovich Gapontsev","Oxford","Massachusetts","Electronic Technology","Semiconductors",5960,1990,"IPGP"
147.94,149.28,145.76,827421,1350862.4,1350862.4,169.14,NA,186035410.124,81.79,27918936800,4.9456,132.173,190964000,"Ari Bousbib","Durham","North Carolina","Health Services","Services to the Health Industry",67000,1982,"IQV"
25.83,25.985,25.44,3004246,2942186.3,2942186.3,34.49,9.95573,283583467.395,21,7398593100,6.36642,23.7005,287883000,"William Leo Meaney","Boston","Massachusetts","Finance","Real Estate Investment Trusts",26750,1951,"IRM"
177.48,179.92,176.775,742575,608459.3,608459.3,195.03,0.94407,76015348.1872,123.64,13626815044,9.21945,47.3479,76615400,"David B. Foss","Monett","Missouri","Technology Services","Information Technology Services",6402,1976,"JKHY"
85.005,85.15,83.5,791084,982268.3,982268.3,103.995,0.94281,129050857.039,59.29,10966381870,1.87436,NA,130103000,"Steven J. Demetriou","Dallas","Texas","Industrial Services","Engineering & Construction",48000,1947,"J"
119.95,120.705,118.04,927826,844192.2,844192.2,122.29,0.9429,83376095.607,75.29,12537203680,5.2924,24.6047,105461000,"John N. Roberts","Lowell","Arkansas","Transportation","Trucking",29056,1961,"JBHT"
110.94,111.5,108.93,926276,1315083.4,1315083.4,127.148,3.27808,110619482.874,91.88,12710675480,1.4988,19.606,114038000,"Mark T. Smucker","Orrville","Ohio","Consumer Non-Durables","Food: Specialty/Candy",7400,1897,"SJM"
145.99,148.1,145.83,6190575,7808269.8,7808269.8,157,2.79469,2630970073.34,109.16,387205692300,6.20841,22.5452,2634590000,"Alex Gorsky","New Brunswick","New Jersey","Health Technology","Pharmaceuticals: Major",132200,1887,"JNJ"
32.22,32.3,31.36,4827722,6353147.1,6353147.1,44.82,3.26326,741519578.562,22.775,23453968860,1.31093,311.23,743862000,"George R. Oliver","Cork","Cork","Producer Manufacturing","Office Equipment/Supplies",104000,1885,"JCI"
102.86,102.94,99.4,24738088,30093534.3,30093534.3,141.1,3.55135,3018975227.92,76.91,304275417200,1.33598,11.4452,3047020000,"James Dimon","New York","New York","Finance","Major Banks",256981,1968,"JPM"
24.01,24.09,23.615,3444087,4366288.3,4366288.3,27.57,3.44086,327426804.208,15.2,7859669440,1.75274,23.851,331352000,"Rami Rahim","Sunnyvale","California","Technology Services","Information Technology Services",9419,1996,"JNPR"
156.95,156.95,151.925,1033582,1196879.5,1196879.5,178.59,1.04207,94476589.4358,92.86,14459223834,3.29127,25.7527,95020200,"Patrick J. Ottensmeyer","Kansas City","Missouri","Transportation","Railroads",7040,1887,"KSU"
65.09,65.84,64.8,3305243,2430742.8,2430742.8,71.05,3.67032,340522487.11,51.34,22417471400,9.78031,20.7502,342670000,"Steven A. Cahillane","Battle Creek","Michigan","Consumer Non-Durables","Food: Major Diversified",31000,1906,"K"
13.01,13.01,12.03,10302934,12881121.6,12881121.6,20.525,6.23946,970114422.45,7.45,11792658540,0.745747,8.70331,975406000,"Christopher M. Gorman","Cleveland","Ohio","Finance","Major Banks",17045,1958,"KEY"
102,107.199,101.64,3203526,2425097.7,2425097.7,110,NA,186103848.45,71.03,19421617800,6.20995,33.6063,187395000,"Ronald S. Nersesian","Santa Rosa","California","Electronic Technology","Electronic Equipment/Instruments",13600,1937,"KEYS"
139.28,141.37,138.8099,1958690,1727181.5,1727181.5,149.23,3.14706,339559073.153,110.66,47949017600,-282.5071,19.865,340547000,"Michael D. Hsu","Irving","Texas","Consumer Non-Durables","Household/Personal Care",40000,1872,"KMB"
12.698,12.698,11.605,14658827,10599400.4,10599400.4,21.86,11.4053,411159130.05,7.45,5064867750,1.10075,16.2528,432525000,"Conor C. Flynn","Jericho","New York","Finance","Real Estate Investment Trusts",502,1973,"KIM"
16.06,16.11,15.65,10772643,14012584.8,14012584.8,22.58,6.64557,1939286473.74,9.42,35550622800,1.07928,27.1758,2261490000,"Steven J. Kean","Houston","Texas","Industrial Services","Oil & Gas Pipelines",11086,1997,"KMI"
177.66,180.218,173.4,1271968,1827282.9,1827282.9,184.5,1.92482,154724017.296,101.34,27073105890,11.8694,27.5673,155049000,"Richard P. Wallace","Milpitas","California","Electronic Technology","Electronic Production Equipment",10020,1997,"KLAC"
22.54,22.61,19.96,15469118,14103355.4,14103355.4,59.28,14.9628,153654321.027,10.89,3123569640,0.55702,38.3826,155247000,"Michelle D. Gass","Menomonee Falls","Wisconsin","Retail Trade","Department Stores",122000,1962,"KSS"
30.62,30.75,30.26,3710845,6318901.9,6318901.9,33.43,5.1563,966836522.66,19.99,37131413700,0.743372,19.8923,1221830000,"Miguel Patricio","Pittsburgh","Pennsylvania","Consumer Non-Durables","Food: Major Diversified",37000,1909,"KHC"
33.35,33.78,32.01,13327961,10773043.7,10773043.7,36.84,2.04017,779628833.516,20.7,25205187280,2.8737,15.3978,786188000,"W. Rodney McMullen","Cincinnati","Ohio","Retail Trade","Food Retail",435000,1883,"KR"
17.3,17.315,16.165,10964986,14482194.3,14482194.3,28.015,10.1781,228874749.714,8,4501957240,-3.0084,NA,276533000,"Andrew Meslow","Columbus","Ohio","Retail Trade","Apparel/Footwear Retail",94400,1963,"LB"
196.87,197.925,193,1579814,1849760.5,1849760.5,230.99,1.84013,214807703.73,142.01,42468105100,1.78517,22.165,215870000,"William M. Brown","Melbourne","Florida","Electronic Technology","Aerospace & Defense",18200,NA,"LHX"
175.535,179.17,173.79,776693,988184.8,988184.8,196.36,NA,96699808.8,98.02,17074152000,2.33161,52.2487,97200000,"Adam H. Schechter","Burlington","North Carolina","Health Services","Services to the Health Industry",65000,1971,"LH"
273,279.805,265.4,2288779,2608764.3,2608764.3,344.32,1.72699,144494980.61,171.04,38732124840,8.52074,19.1545,145162000,"Timothy M. Archer","Fremont","California","Electronic Technology","Electronic Production Equipment",10700,1980,"LRCX"
62.24,62.58,59.08,2104281,1627863.3,1627863.3,96.32,1.51565,145120268.651,39.06,8706845180,32.783,18.6631,146039000,"Thomas P. Werner","Eagle","Idaho","Consumer Non-Durables","Food: Specialty/Candy",7600,2016,"LW"
51.075,51.075,48.33,5415158,7380564.9,7380564.9,74.29,6.88453,329845058.51,33.3,37079091500,8.49778,18.1788,763730000,"Sheldon Gary Adelson","Las Vegas","Nevada","Consumer Services","Casinos/Gaming",50000,2004,"LVS"
34.19,34.23,32.06,1734485,1745304.7,1745304.7,55.4185,5.0521,130530884.4,22.03,4252122000,3.3839,13.48,132300000,"Karl G. Glassman","Carthage","Missouri","Consumer Durables","Home Furnishings",22000,1883,"LEG"
103.64,105.71,102.05,874124,1036113.7,1036113.7,125.84,1.33007,133498064.784,68,14823711840,4.32772,24.9549,142044000,"Roger A. Krone","Reston","Virginia","Technology Services","Information Technology Services",34000,1969,"LDOS"
65.84,65.9,59.74,5152552,3834572.2,3834572.2,71.38,0.80945,269387076.336,25.42,18793785790,1.20209,9.8302,312241000,"Richard Beckwitt","Miami","Florida","Consumer Durables","Homebuilding",10106,1954,"LEN"
147.43,152.1,146.51,3977199,3481664.2,3481664.2,164.9,2.00054,843240439.572,101.36,144177774700,45.9644,24.5052,957038000,"David A. Ricks","Indianapolis","Indiana","Health Technology","Pharmaceuticals: Major",33625,1876,"LLY"
41.55,41.66,39.17,1637695,2264961,2264961,67.165,4.11946,190475002.152,16.1105,7595635440,0.452743,11.4259,193224000,"Dennis R. Glass","Radnor","Pennsylvania","Finance","Life/Health Insurance",11357,1968,"LNC"
197.97,201.93,196.73,1737394,2243563.1,2243563.1,227.85,1.99585,524009110.785,146.71,105058007400,2.26365,44.6439,525185000,"Stephen F. Angel","Guildford","Surrey","Process Industries","Chemicals: Specialty",79886,2017,"LIN"
52.28,52.29,48.48,3960296,5168207.3,5168207.3,76.6,NA,148096727.4,21.7,10549892600,12.4469,NA,215260000,"Michael Rapino","Beverly Hills","California","Consumer Services","Movies/Entertainment",10500,1996,"LYV"
29.13,29.13,27.62,2775371,2255881.4,2255881.4,36.63,NA,301118603.968,13.31,8422953280,1.73731,14.8854,303968000,"Dominick Paul Zarcone","Chicago","Illinois","Consumer Durables","Automotive Aftermarket",51000,1998,"LKQ"
401.7,404.17,398.16,1472726,1677001.4,1677001.4,442.5322,2.41741,280260008.56,266.11,111736521400,32.3176,18.0271,280435000,"Marillyn A. Hewson","Bethesda","Maryland","Electronic Technology","Aerospace & Defense",110000,1961,"LMT"
34.8,34.8,33.6,976780,1750197.4,1750197.4,56.88,0.75666,241282603.35,27.325,9506705400,0.502833,NA,281430000,"James S. Tisch","New York","New York","Finance","Property/Casualty Insurance",18605,1954,"L"
128.94,131.39,126.71,8008271,9486715.9,9486715.9,131.4,1.71862,754602870,60,96730600000,56.3214,21.6054,7.55e+08,"Marvin R. Ellison","Mooresville","North Carolina","Retail Trade","Home Improvement Chains",320000,1946,"LOW"
67.94,67.98,64.36,4463919,2470290.5,2470290.5,98.91,6.20201,255330140.31,33.71,21490666400,2.80744,8.67894,333706000,"Bhavesh Vaghjibhai Patel","London","Greater London","Process Industries","Chemicals: Specialty",19100,2013,"LYB"
114.52,114.52,108.2,924248,1182938.6,1182938.6,174.93,3.89725,127567370.227,85.09,13992660213.87,0.994321,9.14822,128290641,"René F. Jones","Buffalo","New York","Finance","Regional Banks",17773,1856,"MTB"
6.09,6.11,5.7,46679192,41385530.6,41385530.6,14.7,3.57143,787326991.576,3.02,4504778400,0.398874,18.8261,790312000,"Lee M. Tillman","Houston","Texas","Energy Minerals","Oil & Gas Production",2000,1887,"MRO"
36.675,36.7,34.96,6998950,11638306.4,11638306.4,69.65,6.29921,643946965.69,15.26,22876181980,0.993835,NA,650261000,"Michael J. Hennigan","Findlay","Ohio","Energy Minerals","Oil Refining/Marketing",60910,1887,"MPC"
475.57,494.5221,474.48,307314,388225.8,388225.8,517.93,0.51008,36631830.1458,275.495,18329960802,22.3583,78.7464,37910200,"Richard Mitchell McVey","New York","New York","Finance","Investment Banks/Brokers",527,2000,"MKTX"
97.61,97.92,91.53,5201809,5972574.4,5972574.4,153.39,2.42608,265450553.12,46.5622,29714819840,43.747,33.9886,324256000,"Arne M. Sorenson","Bethesda","Maryland","Consumer Services","Hotels/Resorts/Cruise lines",174000,1927,"MAR"
106.97,107.38,106.07,2200128,4616118.4,4616118.4,119.88,1.72104,505125994.522,74.335,53947224210,7.33433,30.3182,506119000,"Daniel S. Glaser","New York","New York","Finance","Insurance Brokers/Services",76000,1980,"MMC"
206.55,206.56,196.89,695970,710402.2,710402.2,281.82,1.08712,61812618.9954,135.08,12289564430,2.37637,21.3477,62241400,"C. Howard Nye","Raleigh","North Carolina","Non-Energy Minerals","Construction Materials",8846,1993,"MLM"
47.82,47.87,46.66,2353297,3955076.4,3955076.4,50.06,1.14723,262203065.58,27.04,12351646650,-35.3378,29.7253,263755000,"Keith J. Allman","Livonia","Michigan","Producer Manufacturing","Building Products",22000,1929,"MAS"
300.98,309.96,298.97,4523355,5202326.6,5202326.6,347.25,0.52748,880772749.745,199.99,303521594300,56.4179,38.8089,1004041000,"Ajaypal S. Banga","Purchase","New York","Finance","Finance/Rental/Leasing",18600,1966,"MA"
173.54,173.8528,171.39,614749,982877.4,982877.4,180.38,1.45004,123248068.902,112.225,22927269040,6.38158,32.814,132904000,"Lawrence Erik Kurzius","Hunt Valley","Maryland","Consumer Non-Durables","Food: Specialty/Candy",12400,1889,"MKC"
57.5,57.885,56.27,1416421,2658215.6,2658215.6,65.73,3.2984,264537059.625,41.93,15069645000,9.58074,19.5914,266625000,"Tunç Doluca","San Jose","California","Electronic Technology","Semiconductors",7131,1983,"MXIM"
189.475,190.45,186.745,3568417,4640016,4640016,221.93,2.70504,743285345.616,124.23,140331323880,-15.0182,24.2146,743556000,"Christopher Kempczinski","Chicago","Illinois","Consumer Services","Restaurants",205000,1955,"MCD"
157.24,159.29,155.66,1573700,1992937,1992937,172.18,1.09927,161423927.697,112.6,27776925660,4.74642,30.1699,177081000,"Brian Scott Tyler","Irving","Texas","Distribution Services","Medical Distributors",80000,1833,"MCK"
97.43,99.73,97.217,5444470,6938089.3,6938089.3,122.1477,2.38806,1339297105.46,72.13,131612609800,2.56786,27.4435,1341070000,"Geoffrey Straub Martha","Dublin","Dublin","Health Technology","Medical Specialties",90000,1949,"MDT"
78.65,80.28,78.6,12585990,12061560.9,12061560.9,92.64,3.14636,2522022665.7,65.25,199504864000,7.46946,19.6131,2524100000,"Kenneth C. Frazier","Kenilworth","New Jersey","Health Technology","Pharmaceuticals: Major",71000,1891,"MRK"
37.51,37.56,36.325,7253570,6989087.6,6989087.6,53.28,5.09695,767587951.216,22.85,33090694940,0.466573,3.84447,907589000,"Michel A. Khalaf","New York","New York","Finance","Life/Health Insurance",49000,1868,"MET"
790.61,802.54,784.7,216654,179029.7,179029.7,873.51,NA,23491652.945,579.4,18944303000,59.7694,34.6177,23907500,"Olivier A. Filliol","Columbus","Ohio","Health Technology","Medical Specialties",16200,1991,"MTD"
18.085,18.13,17.09,28835364,34725102.4,34725102.4,34.635,0.05666,488895437.448,5.9001,8498146140,1.06487,3.17652,493218000,"William Joseph Hornbuckle","Las Vegas","Nevada","Consumer Services","Casinos/Gaming",70000,1986,"MGM"
96.54,98.72,95.0101,6111358,3703818.7,3703818.7,112.4703,1.56633,239822330.154,53.15,23412128190,4.12207,42.1381,245333000,"Steve Sanghi","Chandler","Arizona","Electronic Technology","Semiconductors",18000,1989,"MCHP"
48.7,48.79,46.07,38324859,28500166.6,28500166.6,61.19,NA,1109306091.33,31.13,51683469300,1.37562,22.6587,1112190000,"Sanjay Mehrotra","Boise","Idaho","Electronic Technology","Semiconductors",37000,1978,"MU"
180.8,184.14,180.39,33831280,38593184.1,38593184.1,190.7,1.12205,7470651496.88,119.01,1375636016000,12.0518,30.2739,7583440000,"Satya Nadella","Redmond","Washington","Technology Services","Packaged Software",144000,1975,"MSFT"
118.19,118.19,114.7,602766,966912.2,966912.2,148.88,3.42466,117554484.102,82.0001,13923649080,2.2256,41.2984,118338000,"H. Eric Bolton","Germantown","Tennessee","Finance","Real Estate Investment Trusts",2513,1994,"MAA"
99.8,99.8,92.72,830360,754867.8,754867.8,156.6,NA,58207631.064,56.62,6677038048,0.848533,9.20742,71672800,"Jeffrey S. Lorberbaum","Calhoun","Georgia","Consumer Durables","Home Furnishings",41800,1988,"MHK"
40.28,40.44,38.27,2894672,3296411.6,3296411.6,61.94,6.20746,173069434.192,34.01,8304027894.5,0.626807,NA,216532670,"Gavin D. K. Hattersley","Denver","Colorado","Consumer Non-Durables","Beverages: Alcoholic",17700,1786,"TAP"
50.91,51.52,50.26,6826710,6781954.4,6781954.4,59.96,2.29885,1425044737.68,41.19,73385718600,2.75697,19.4448,1427460000,"Dirk van de Put","Deerfield","Illinois","Consumer Non-Durables","Food: Major Diversified",80000,1903,"MDLZ"
71.05,71.64,69.74,3065983,2703060.2,2703060.2,71.64,NA,369815901.916,50.06,37317590680,9.39232,33.4854,526564000,"Rodney Cyril Sacks","Corona","California","Consumer Non-Durables","Beverages: Non-Alcoholic",3529,1990,"MNST"
262.28,268.64,259.19,1231445,1126569.4,1126569.4,287.25,0.86253,186631500,164.19,49648125000,79.6443,32.2101,187500000,"Raymond W. McDaniel","New York","New York","Commercial Services","Financial Publishing/Services",11000,1909,"MCO"
47.31,47.32,44.275,17617296,14671401,14671401,57.57,3.20439,1185339080.46,27.2,69959304000,0.890013,9.09148,1575660000,"James Patrick Gorman","New York","New York","Finance","Investment Banks/Brokers",60431,1935,"MS"
13.08,13.15,12.105,3845019,5183610.4,5183610.4,25.705,1.64609,378208518.18,6.5,4624044000,0.550614,NA,379020000,"James Calvin O'Rourke","Tampa","Florida","Process Industries","Chemicals: Agricultural",12600,2004,"MOS"
135.52,138.49,134.51,1332558,1803941.2,1803941.2,187.49,1.86331,169350337.662,120.77,23107003290,-24.0331,26.4283,170067000,"Gregory Q. Brown","Chicago","Illinois","Electronic Technology","Aerospace & Defense",17000,1928,"MSI"
317.86,328.5,313.62,928707,579075.3,579075.3,356.6643,0.83392,82309033.9604,206.8228,27432575664,-74.4576,52.2717,85014800,"Henry A. Fernandez","New York","New York","Finance","Investment Managers",3396,1998,"MSCI"
17.28,17.49,16.85,6454047,7463299,7463299,23.11,NA,513768413.008,12.75,8917284000,0.740806,137.245,516944000,"Heather M. Bresch","Hatfield","Hertfordshire","Health Technology","Pharmaceuticals: Generic",35000,2014,"MYL"
116.33,117.65,115.57,704146,952887.1,952887.1,120.23,1.68559,114238535.525,71.66,19092942270,3.54136,26.6215,164071000,"Adena T. Friedman","New York","New York","Finance","Investment Banks/Brokers",4361,1971,"NDAQ"
13.3,13.43,12.815,2716146,4216506.6,4216506.6,25.81,1.53846,386479102.284,8,5019723390,0.91076,NA,388223000,"Clay C. Williams","Houston","Texas","Industrial Services","Oilfield Services/Equipment",35479,1841,"NOV"
44.78,45.89,44,3458834,2073593.5,2073593.5,65.38,4.25343,220507054.867,34.66,9764964550,35.5357,10.6124,221177000,"George Kurian","Sunnyvale","California","Electronic Technology","Computer Peripherals",10500,1992,"NTAP"
417.37,422.3717,411.5,5657988,7892940.5,7892940.5,458.97,NA,430999123.92,252.28,181832565760,21.6912,83.9496,439804000,"Wilmot Reed Hastings","Los Gatos","California","Consumer Services","Cable/Satellite TV",8600,1997,"NFLX"
14.33,14.37,13.53,3754756,4002155.2,4002155.2,20.99,6.39333,420731373.7,10.44,5759278000,1.76688,NA,424100000,"Ravichandra K. Saligram","Atlanta","Georgia","Producer Manufacturing","Industrial Conglomerates",30000,1903,"NWL"
60.14,60.38,57.94,8498967,8916997.8,8916997.8,69.1326,1.6889,799638710.465,31.1,47127791200,2.23351,13.6994,802585000,"Thomas R. Palmer","Greenwood Village","Colorado","Non-Energy Minerals","Precious Metals",31600,1921,"NEM"
12.21,12.21,11.805,2613212,2895198.3,2895198.3,15.07,1.6835,386576353.695,7.9,6988283125,0.892629,NA,588487000,"Robert James Thomson","New York","New York","Consumer Services","Publishing: Newspapers",28000,1979,"NWSA"
12.34,12.34,11.96,575717,589737.2,589737.2,15.36,1.62602,111050176.4,7.875,7073613740,0.924187,NA,588487000,"Robert James Thomson","New York","New York","Consumer Services","Publishing: Newspapers",28000,1979,"NWS"
244.01,252.035,243.64,3100579,2853213.9,2853213.9,283.345,2.3224,488408939.85,174.8,123028152000,3.24207,33.441,489450000,"James L. Robo","Juno Beach","Florida","Utilities","Electric Utilities",13900,1984,"NEE"
14.7,14.72,14.15,2324839,3451194.2,3451194.2,24.69,1.6586,351324208.848,11.62,5208114360,2.52358,NA,356476000,"David W. Kenny","New York","New York","Commercial Services","Advertising/Marketing Services",46000,2015,"NLSN"
100.08,100.69,98.25,7259638,7699482.8,7699482.8,105.62,1.01428,1202173349.58,60,153107269200,16.6107,35.7534,1555020000,"John J. Donahoe","Beaverton","Oregon","Consumer Non-Durables","Apparel/Footwear",76700,1964,"NKE"
23.74,24.07,23.56,3594277,3938914.2,3938914.2,30.67,3.59128,381049608.57,19.56,9194831980,1.84128,47.1858,382799000,"Joseph J. Hamrock","Merrillville","Indiana","Utilities","Gas Distributors",8363,1987,"NI"
9.98,10.07,9.375,11178208,10132153,10132153,27.31,0.78585,474059178.857,2.73,4561937490,0.584654,NA,479699000,"David L. Stover","Houston","Texas","Energy Minerals","Oil & Gas Production",2282,1932,"NBL"
19.71,19.8,17.86,12505670,8457202.5,8457202.5,43.37,7.97414,104998221.296,12.27,2832989520,2.67174,5.29049,156346000,"Erik B. Nordstrom","Seattle","Washington","Retail Trade","Apparel/Footwear Retail",68000,1901,"JWN"
186.26,186.37,179.51,1314080,1490899.3,1490899.3,219.88,2.03265,255859032.429,112.62,46178826540,3.18382,20.1052,256179000,"James A. Squires","Norfolk","Virginia","Transportation","Railroads",NA,1980,"NSC"
84.15,84.15,79.76,1060854,1308140.2,1308140.2,110.48,3.53803,203623405.128,60.67,16627515840,1.64738,11.8114,208052000,"Michael G. O'Grady","Chicago","Illinois","Finance","Regional Banks",19800,1889,"NTRS"
346.3,348.75,342.4,727545,1022113.1,1022113.1,385.005,1.69106,166108870.508,263.31,57134119190,6.5278,25.848,166703000,"Kathy J. Warden","Falls Church","Virginia","Electronic Technology","Aerospace & Defense",90000,1939,"NOC"
19.89,21.245,19.85,7806703,6301853.7,6301853.7,28.7,2.51636,593310876.096,15.12,12572040960,1.40604,3.14399,600384000,"Vincent Pilette","Mountain View","California","Technology Services","Packaged Software",11900,1982,"NLOK"
17.4,17.44,15.93,78854659,76185133.7,76185133.7,59.78,NA,254330318.151,7.03,4119496290,0.786083,NA,256347000,"Frank Jose Del Rio","Miami","Florida","Consumer Services","Hotels/Resorts/Cruise lines",36000,2010,"NCLH"
