"open","high","low","volume","average_volume_2_weeks","average_volume","high_52_weeks","dividend_yield","float","low_52_weeks","market_cap","pb_ratio","pe_ratio","shares_outstanding","ceo","headquarters_city","headquarters_state","sector","industry","num_employees","year_founded","symbol"
139.3417,142.79,139.0163,1652359,2183790.4,2183790.4,155.1,1.00756,122188960.427,90.28,17430046690,-78.2123,24.3153,123451000,"David James Henshall","Fort Lauderdale","Florida","Technology Services","Packaged Software",8400,1989,"CTXS"
200.99,205,200.71,1496490,1892904.7,1892904.7,214.26,2.22,124758101.7,144.12,25640496000,36.2369,29.3255,125100000,"Benno O. Dorer","Oakland","California","Consumer Non-Durables","Household/Personal Care",8800,1913,"CLX"
178.14,182.28,176.0764,2484332,1772499,1772499,225.36,1.86332,353992601.905,131.8,64721573027.62,2.45659,27.4074,358588138,"Terrence A. Duffy","Chicago","Illinois","Finance","Investment Banks/Brokers",4360,1898,"CME"
56.86,58.105,56.75,1380315,2457636.1,2457636.1,69.17,2.92744,284821951.752,46.03,16580782530,3.07341,22.3095,286221000,"Patricia K. Poppe","Jackson","Michigan","Utilities","Electric Utilities",8789,1987,"CMS"
47.34,47.46,46.82,16234249,21199028.4,21199028.4,60.13,3.55826,4264765641.54,36.27,202246370100,10.8994,19.8681,4294890000,"James Quincey","Atlanta","Georgia","Consumer Non-Durables","Beverages: Non-Alcoholic",86200,1886,"KO"
55.61,55.89,53.59,2966382,4170008.9,4170008.9,71.48,1.65227,538717701.9,40.01,29029146000,2.71494,16.6573,540580000,"Brian J. Humphries","Teaneck","New Jersey","Technology Services","Information Technology Services",292500,1994,"CTSH"
71.59,72.4741,71.2,4632203,5337981.7,5337981.7,77.41,2.53493,854194817.728,58.49,61747103520,-535.0565,23.668,856528000,"Noel R. Wallace","New York","New York","Consumer Non-Durables","Household/Personal Care",34300,1806,"CL"
40.09,40.13,39.445,18254553,25502177.8,25502177.8,47.74,2.32794,4517015220.04,31.705,180512305531.25,2.213,15.6589,4564154375,"Brian L. Roberts","Philadelphia","Pennsylvania","Consumer Services","Cable/Satellite TV",190000,1963,"CMCSA"
39.61,39.81,37.2,2481158,2626716.7,2626716.7,74.11,6.8983,137541068.925,24.28,5224935300,0.764683,7.41347,139035000,"Curtis Chatman Farmer","Dallas","Texas","Finance","Major Banks",7948,1973,"CMA"
33.95,34.17,33.59,2592841,3578820.5,3578820.5,35.59,2.57967,485885099.18,22.83,16516747160,2.06155,21.0221,487076000,"Sean M. Connolly","Chicago","Illinois","Consumer Non-Durables","Food: Major Diversified",18000,1919,"CAG"
55.13,56.73,53.95,2508198,2104188.8,2104188.8,107.69,1.42857,193970412.216,33.13,10807082580,1.31465,NA,196707000,"Timothy A. Leach","Midland","Texas","Energy Minerals","Oil & Gas Production",1453,2006,"CXO"
44.685,44.71,42.775,5871288,7617400,7617400,67.13,3.84703,1072068591.09,20.84,46125214300,1.49554,13.6764,1072430000,"Ryan M. Lance","Houston","Texas","Energy Minerals","Oil & Gas Production",10400,1875,"COP"
72.35,73.28,72.2537,1524784,2307180.3,2307180.3,95.1,4.29836,333464199.282,62.03,24439561300,1.30209,18.3182,334102000,"John J. McAvoy","New York","New York","Utilities","Electric Utilities",14890,1823,"ED"
180,180,175.23,810528,1400804.6,1400804.6,212,1.67243,160363231.287,104.28,33422901942.48,2.81659,NA,190509017,"William A. Newlands","Victor","New York","Consumer Non-Durables","Beverages: Alcoholic",9000,1945,"STZ"
312.105,322.39,311.27,408401,372321.5,372321.5,365.68,0.02023,53035962.8616,236.675,16886004552,3.92867,32.7863,53330400,"Albert George White","San Ramon","California","Health Technology","Medical Specialties",12000,1958,"COO"
88.92,90.75,88.0913,1258805,2211531.8,2211531.8,104.88,NA,205801090.41,55.69,20827789600,9.70733,30.5933,233705000,"Aaron Jayson Adair","Dallas","Texas","Commercial Services","Miscellaneous Commercial Services",7327,1982,"CPRT"
23.165,23.455,22.81,5312752,4863385.7,4863385.7,34.26,3.91459,756394353,17.44,17494950000,1.72382,71.5013,7.59e+08,"Wendell P. Weeks","Corning","New York","Electronic Technology","Electronic Components",49500,1851,"GLW"
26.26,27.47,25.92,3915886,5065188.4,5065188.4,32.78,2.02808,746813889.218,20.38,20198479310,0.80538,NA,748369000,"James C. Collins","Wilmington","Delaware","Process Industries","Chemicals: Agricultural",NA,1802,"CTVA"
307.62,310.99,306.9,4331623,3699540.1,3699540.1,325.26,0.915,440474283.68,233.05,136695504800,8.13415,35.8977,441580000,"Walter Craig Jelinek","Issaquah","Washington","Retail Trade","Specialty Stores",254000,1983,"COST"
4.48,4.485,4.12,30856253,25580307.5,25580307.5,13.815,9.61538,283752316.585,3.02,3197359670,0.875105,NA,763093000,"Pierre Laubies","New York","New York","Consumer Non-Durables","Household/Personal Care",19000,1904,"COTY"
165.05,169.2,163.96,2424242,2262669.1,2262669.1,169.2,3.00771,414817692.111,114.18,70343401290,6.32944,83.4894,416751000,"Jay A. Brown","Houston","Texas","Finance","Real Estate Investment Trusts",5100,1994,"CCI"
73.63,74,70.705,5480378,4989524.1,4989524.1,80.62,1.41304,764385162.008,46.81,54539452500,4.74588,17.7563,765466000,"James M. Foote","Jacksonville","Florida","Transportation","Railroads",21000,1827,"CSX"
172.34,172.355,169.15,1665790,1689980.4,1689980.4,186.725,3.13805,144792638.272,101.025,25048439540,3.35467,12.2641,147526000,"Norman Thomas Linebarger","Columbus","Indiana","Producer Manufacturing","Trucks/Construction/Farm Machinery",61615,1919,"CMI"
66.66,67.73,66.41,6603769,8398961.4,8398961.4,77.03,3.09406,1303682416.37,52.04,86999910400,1.29498,11.7012,1307090000,"Larry J. Merlo","Woonsocket","Rhode Island","Retail Trade","Drugstore Chains",290000,1963,"CVS"
59.75,59.84,55.66,4856843,4757406.2,4757406.2,62.54,1.25246,329147305.2,25.51,20325409580,1.94283,11.0298,363538000,"David V. Auld","Arlington","Texas","Consumer Durables","Homebuilding",8916,1978,"DHI"
162.28,166.17,162.1588,2963271,3355036.3,3355036.3,170.64,0.45403,625707043.84,119.6,115930069400,3.75245,41.9413,707020000,"Thomas Patrick Joyce","Washington","District of Columbia","Health Technology","Medical Specialties",60000,1969,"DHR"
82.4,82.4,78.75,2834413,3548669.2,3548669.2,128.41,6.53182,129477673.89,26.15,10325380500,4.04964,15.3085,129879000,"Eugene I. Lee","Orlando","Florida","Consumer Services","Restaurants",185000,1938,"DRI"
79.48,80.82,79.24,1053124,1076818.2,1076818.2,90.15,NA,120390408.6,43.4,9679446000,4.87883,12.4378,121800000,"Javier J. Rodriguez","Denver","Colorado","Health Services","Medical/Nursing Services",65000,1994,"DVA"
155.95,156.22,152.13,1914673,2446568.1,2446568.1,181.99,2.05364,313056111.24,106.14,48034039200,3.89277,16.7874,313620000,"John C. May","Moline","Illinois","Producer Manufacturing","Trucks/Construction/Farm Machinery",73500,1837,"DE"
26.28,26.36,24.95,54026548,69651991.6,69651991.6,63.4369,5.98736,635556615.092,17.51,16366615160,1.14337,4.76297,637826000,"Edward Herman Bastian","Atlanta","Georgia","Transportation","Airlines",91000,1928,"DAL"
47.94,48.14,46.82,2610016,3219107.9,3219107.9,60.87,0.837,217989857.92,31.575,10294569200,2.07677,131.436,219080000,"Don M. Casey","Charlotte","North Carolina","Health Technology","Medical Specialties",15200,2016,"XRAY"
12.4,12.4,11.57,11209561,10085801.9,10085801.9,29.36,3.57433,370586396.9,4.7,4462282000,1.20304,NA,382700000,"David A. Hager","Oklahoma City","Oklahoma","Energy Minerals","Oil & Gas Production",1800,1971,"DVN"
360.62,378.6,359.635,1483911,1768374.2,1768374.2,428.59,NA,90770496.7,115.9,33396909000,37.7092,240.074,92300000,"Kevin Ronald Sayer","San Diego","California","Health Technology","Medical Specialties",5200,1999,"DXCM"
44.6,44.72,42.5,1982399,2809836.1,2809836.1,111.84,3.34076,156066136.192,14.55,6789244320,0.552466,NA,157816000,"Travis D. Stice","Midland","Texas","Energy Minerals","Oil & Gas Production",712,2007,"FANG"
140.67,146.21,139.42,1652189,2681510.2,2681510.2,158.36,3.2384,267363708.606,105,39187113650,3.31707,49.5239,268313000,"Arthur William Stein","San Francisco","California","Finance","Real Estate Investment Trusts",1550,2004,"DLR"
50.5,52.19,48.89,10474819,5509005.1,5509005.1,92.98,3.99274,305170136.708,23.25,15152710470,1.48339,6.60414,306301000,"Roger C. Hochschild","Riverwoods","Illinois","Finance","Regional Banks",17200,1986,"DFS"
22.78,22.92,21.88,4259248,6341046,6341046,33.655,NA,154247598.54,17.12,11129542056.7,1.18512,7.62382,506694380,"David M. Zaslav","Silver Spring","Maryland","Consumer Services","Cable/Satellite TV",9200,1982,"DISCA"
20.6,20.66,19.9,1945687,2557697,2557697,31.2,NA,312719430.65,15.43,10095885521.5,1.06996,6.883,506694380,"David M. Zaslav","Silver Spring","Maryland","Consumer Services","Cable/Satellite TV",9200,1982,"DISCK"
30.99,31.52,30.51,3138330,3608704.8,3608704.8,44.655,NA,244926612.84,17.09,16345842531.48,1.39664,14.9164,524157208,"W. Erik Carlson","Englewood","Colorado","Consumer Services","Cable/Satellite TV",16000,1980,"DISH"
186.655,189.34,180.32,5445389,2483129.7,2483129.7,189.34,0.7984,250966445.785,118.2,46306426650,6.77944,27.1774,251515000,"Todd J. Vasos","Goodlettsville","Tennessee","Retail Trade","Discount Stores",143000,1939,"DG"
96.86,99.8221,95.05,13551284,2749026.9,2749026.9,119.71,NA,234015808.257,60.2,23163234840,3.22458,24.5505,237231000,"Gary M. Philbin","Chesapeake","Virginia","Retail Trade","Discount Stores",193100,1986,"DLTR"
82.66,84.39,82.42,3397323,4277921.1,4277921.1,90.89,4.65231,836676177.932,57.79,70245308700,2.39274,38.7329,839251000,"Thomas F. Farrell","Richmond","Virginia","Utilities","Electric Utilities",19100,1983,"D"
374.54,375.96,364.575,557350,892798.2,892798.2,387.85,0.86628,38849668.5597,220.9,14300777689.65,-4.3039,34.5262,39121263,"Richard E. Allison","Ann Arbor","Michigan","Consumer Services","Restaurants",13100,1960,"DPZ"
98.07,98.07,95.8889,1469045,890141.2,890141.2,120.26,2.06773,143012208.182,62.95,13967177410,4.57773,18.5815,143947000,"Richard Joseph Tobin","Downers Grove","Illinois","Industrial Services","Oilfield Services/Equipment",24000,1947,"DOV"
39.61,39.6847,38.35,5267442,5514016.1111,5514016.1111,56.25,3.83702,739765086.776,21.95,28673697010,2.22633,NA,740731000,"James R. Fitterling","Midland","Michigan","Process Industries","Chemicals: Specialty",36500,1897,"DOW"
108.35,108.73,107.38,1092604,1604027.4,1604027.4,135.67,3.84433,191339000,71.21,20755856404.32,1.7352,18.1,192611882,"Jerry Norcia","Detroit","Michigan","Utilities","Electric Utilities",10700,1995,"DTE"
84.82,86.1,84.6752,3953068,4272137.3,4272137.3,103.79,4.51505,734113003.029,62.13,63072432990,1.36796,16.5096,734853000,"Lynn J. Good","Charlotte","North Carolina","Utilities","Electric Utilities",28793,1904,"DUK"
35.01,35.01,34.185,2527713,3949553.7,3949553.7,38.88,2.75498,366302851.992,25.19,12830745060,2.53418,30.9142,368382000,"James B. Connor","Indianapolis","Indiana","Finance","Real Estate Investment Trusts",400,1972,"DRE"
49.76,51.09,48.2425,7266407,6187171.2222,6187171.2222,77.03,3.36449,731841000,28.33,37056585940.5,0.9176,NA,733793781,"Edward D. Breen","Wilimington","Delaware","Process Industries","Chemicals Major Diversified",35000,1897,"DD"
17.555,17.65,16.33,6444568,4581013.3,4581013.3,57.23,5.13447,251525805.908,7.9,4204156970,0.473976,NA,253721000,"Michael J. Salvino","Tysons","Virginia","Technology Services","Data Processing Services",130000,1959,"DXC"
48.48,48.63,45.5,3169719,2894412,2894412,57.3,1.25,219903192.18,25.76,10090749900,1.6985,12.9427,221046000,"Michael A. Pizzi","Arlington","Virginia","Finance","Investment Banks/Brokers",4122,1982,"ETFC"
70.83,70.93,68.3,1344526,1548028.4,1548028.4,83.99,3.78495,134993158.674,34.44,9301944300,1.54898,11.8922,135894000,"Mark J. Costa","Kingsport","Tennessee","Process Industries","Chemicals: Major Diversified",14500,1920,"EMN"
86.87,87.1,84.64,3487592,2569468.9,2569468.9,105.78,3.56445,398970400,56.415,3.4052e+10,2.30032,16.0978,4e+08,"Craig Arnold","Dublin","Dublin","Producer Manufacturing","Electrical Products",101000,1911,"ETN"
43.97,44.98,43.97,12476506,11309458.3,11309458.3,44.98,1.47601,670679701.019,26.02,31079492170,14.3713,7.19979,702679000,"Jamie Iannone","San Jose","California","Consumer Services","Other Consumer Services",13300,1995,"EBAY"
209.99,212.79,205.13,13556275,4995532.7,4995532.7,212.79,0.90668,287430926.952,124.6,61140194820,6.8854,39.2404,289202000,"Douglas M. Baker","St. Paul","Minnesota","Process Industries","Chemicals: Specialty",50200,1923,"ECL"
58.19,58.3,57.33,3509805,2867402.6,2867402.6,78.93,4.55276,376264075.783,43.63,21916798590,1.52485,16.248,377941000,"Pedro J. Pizarro","Rosemead","California","Utilities","Electric Utilities",12937,1886,"EIX"
218.62,226.18,217.95,1166571,1047825.9,1047825.9,247.64,NA,204845344.265,154.52,45886193250,11.4872,41.5704,206555000,"Michael A. Mussallem","Irvine","California","Health Technology","Medical Specialties",13900,1958,"EW"
117.99,122.076,116.765,4752900,3519500.7,3519500.7,122.076,NA,287095019.616,85.69,35032288800,4.50239,11.3224,288688000,"Andrew P. Wilson","Redwood City","California","Consumer Durables","Recreational Products",9800,1982,"EA"
62.37,62.4,60.5129,3068257,4429483.6,4429483.6,78.38,3.37439,593548394.3,37.75,36463899250,4.71117,16.8952,597475000,"David N. Farr","St. Louis","Missouri","Producer Manufacturing","Electrical Products",88000,1890,"EMR"
100.86,103.38,100.48,1201858,1482196.3,1482196.3,135.55,3.73982,199530088.566,75.195,20630697340,1.94738,17.9348,200162000,"Leo P. Denault","New Orleans","Louisiana","Utilities","Electric Utilities",13635,1913,"ETR"
52.61,53.1037,51.31,4674074,5020353.7,5020353.7,95.29,2.91602,580093817.716,27.0001,30056855440,1.39446,14.1618,582046000,"William Raymond Thomas","Houston","Texas","Energy Minerals","Oil & Gas Production",2900,1985,"EOG"
152.56,155.97,151.83,1749756,1123436.9,1123436.9,164.77,1.0314,120827600.08,103.01,18693290000,7.69401,68.6159,121385000,"Mark W. Begor","Atlanta","Georgia","Commercial Services","Miscellaneous Commercial Services",11200,1899,"EFX"
681.67,694.7,676.7419,441211,824076.9,824076.9,715.75,1.617,88044753.5485,471.8,61371528575,6.34954,110.821,88514500,"Charles J. Meyers","Redwood City","California","Finance","Real Estate Investment Trusts",3904,1998,"EQIX"
61.21,61.22,59.585,4583156,3880759.1,3880759.1,89.55,4.00798,364702830.552,49.62,22651309620,2.13232,19.3568,372126000,"Mark J. Parrell","Chicago","Illinois","Finance","Real Estate Investment Trusts",2700,1993,"EQR"
249.825,249.825,243.43,401318,541472.7,541472.7,334.165,3.36151,64999971.5706,175.81,16279774164,2.59636,25.7178,65417400,"Michael J. Schall","San Mateo","California","Finance","Real Estate Investment Trusts",1822,1971,"ESS"
194.67,199.045,192.19,2096724,2046875.8,2046875.8,220.42,1.16364,223227419.184,137.0114,69292497613.92,15.5029,52.6356,359998429,"Fabrizio Freda","New York","New York","Consumer Non-Durables","Household/Personal Care",48000,1946,"EL"
61.79,62.59,61.43,5426605,4103452.6,4103452.6,76.57,3.31528,226124400.9,42.0101,14128169400,1.61975,22.4016,226740000,"Terry D. Bassham","Kansas City","Missouri","Utilities","Electric Utilities",4617,2017,"EVRG"
78.14,81.14,78.14,1880567,2092643.7,2092643.7,99.42,2.90988,335245262.92,60.69,27214874270,2.03753,27.4075,336443000,"James J. Judge","Springfield","Massachusetts","Utilities","Electric Utilities",8234,1966,"ES"
205.79,207.245,202.28,340638,672404.4,672404.4,294.31,3.04938,39369560.733,157.32,8177741370,0.94749,12.2315,39987000,"Juan C. Andrade","Hamilton","Hamilton","Finance","Property/Casualty Insurance",1603,1999,"RE"
38.41,38.705,37.86,7013712,6882555.1,6882555.1,51.18,4.06915,972132757.32,29.28,37280850080,1.13533,14.0367,974408000,"Christopher M. Crane","Chicago","Illinois","Utilities","Electric Utilities",32713,1999,"EXC"
81.7,81.98,78.01,6355930,6690220.9,6690220.9,144,2.02925,117593989.785,40.76,11106561960,5.14349,NA,140982000,"Peter M. Kern","Seattle","Washington","Consumer Services","Other Consumer Services",25400,1994,"EXPE"
75.5,76.41,75.13,1002537,1747103.2,1747103.2,81.64,1.4117,165310113.67,52.55,12591791160,6.01701,22.2777,166426000,"Jeffrey S. Musser","Seattle","Washington","Transportation","Air Freight/Couriers",18000,1979,"EXPD"
94.4,97.34,93.63,885171,963155.2,963155.2,124.455,3.90498,125861503.131,72.7,12549838140,4.9606,27.673,129087000,"Joseph D. Margolis","Salt Lake City","Utah","Finance","Real Estate Investment Trusts",4048,2004,"EXR"
46.43,46.44,44.935,19705125,25242117.4,25242117.4,77.925,7.58005,4221918423.52,30.11,190438578400,1.06606,17.2451,4228210000,"Darren W. Woods","Irving","Texas","Energy Minerals","Integrated Oil",74900,1882,"XOM"
145.5,146,142.21,546399,866648.2,866648.2,153.99,NA,60673314.3275,79.78,8662527125,4.40777,25.8446,60896500,"François Locoh-Donou","Seattle","Washington","Electronic Technology","Computer Communications",5325,1996,"FFIV"
224.48,231.6332,224,29423013,32370884.8,32370884.8,240.9,NA,2383373128.15,137.1006,642358410662.4,6.28658,31.8161,2849101440,"Mark Elliot Zuckerberg","Menlo Park","California","Technology Services","Internet Software/Services",44942,2004,"FB"
40.68,40.92,40.15,3697482,4888823.2,4888823.2,40.92,2.51762,568762295.842,26.715,23130431220,8.56444,28.5673,572819000,"Daniel Lars Florness","Winona","Minnesota","Distribution Services","Wholesale Distributors",21948,1967,"FAST"
84.2235,85.03,79.8825,1121098,1203897.5,1203897.5,141.35,5.03115,74952000.468,64.11,6083918520,2.69542,18.4686,75633000,"Donald C. Wood","Rockville","Maryland","Finance","Real Estate Investment Trusts",308,1962,"FRT"
131.24,133.89,129.33,3237952,3204433.4,3204433.4,178.5,1.99341,240397025,88.69,34262937500,1.91571,NA,261250000,"Frederick Wallace Smith","Memphis","Tennessee","Transportation","Air Freight/Couriers",239000,1971,"FDX"
139.53,140.29,138.03,2799229,4120937.7,4120937.7,158.21,1.02489,613774212.786,91.68,85489690580,1.71142,257.008,617834000,"Gary A. Norcross","Jacksonville","Florida","Technology Services","Data Processing Services",55000,1968,"FIS"
21.02,21.17,19.98,7862413,9362855,9362855,31.64,5.62793,709219548.816,11.1,14330788560,0.679001,8.41962,711912000,"Gregory D. Carmichael","Cincinnati","Ohio","Finance","Regional Banks",19869,1974,"FITB"
41.955,42.815,41.79,3652241,4072805.1,4072805.1,52.515,3.77176,540058851.734,32,23127478260,3.28837,41.7483,541754000,"Charles E. Jones","Akron","Ohio","Utilities","Electric Utilities",12316,1996,"FE"
113.7783,114.03,108.58,1013870,1380375.2,1380375.2,122.34,0.76511,169818520.248,70.06,18649837440,1.94481,20.3757,171288000,"James H. Herbert","San Francisco","California","Finance","Regional Banks",4812,1985,"FRC"
105.63,107.69,104.99,3773050,5204395.4,5204395.4,125.05,NA,555334300.064,73.5,71092505960,2.22755,58.0667,669484000,"Jeffery W. Yabuki","Brookfield","Wisconsin","Technology Services","Data Processing Services",44000,1984,"FISV"
252.28,252.28,246.95,911719,769623.8,769623.8,329.85,NA,82271636.6192,168.51,20736854390,7.427,25.6391,83802200,"Ronald F. Clarke","Atlanta","Georgia","Commercial Services","Miscellaneous Commercial Services",8700,1985,"FLT"
44.27,45.8,43.46,1641425,2191096.7,2191096.7,59.44,1.50144,129325148.694,23.85,5866955280,3.25243,49.2711,130842000,"James J. Cannon","Wilsonville","Oregon","Electronic Technology","Aerospace & Defense",4265,1978,"FLIR"
28.62,28.62,26.78,1579813,1851291.5,1851291.5,53.98,2.96516,129844147.084,18.98,3489979320,2.11022,18.1001,130126000,"Robert Scott Rowe","Irving","Texas","Producer Manufacturing","Industrial Machinery",17000,1790,"FLS"
97.18,98.49,95.51,751758,768518.6,768518.6,108.77,1.85615,128441455.704,56.77,12640499550,4.58779,26.74,129447000,"Pierre R. Brondeau","Philadelphia","Pennsylvania","Process Industries","Chemicals: Agricultural",6400,1883,"FMC"
6.06,6.07,5.81,77120932,103874118.9,103874118.9,10.56,12.1212,3898565117.12,3.96,23265696144.6,0.806373,NA,3977042076,"James P. Hackett","Dearborn","Michigan","Consumer Durables","Motor Vehicles",190000,1903,"F"
131.46,137.4849,129.93,1781208,2040485.8,2040485.8,149.69,NA,136372754.115,68.87,21769270830,41.6975,64.6835,161649000,"Ken Xie","Sunnyvale","California","Electronic Technology","Computer Communications",7082,2000,"FTNT"
64.14,64.14,61.43,1843075,2339660.3,2339660.3,83.18,0.45625,303120545.312,37.3101,20730118240,2.85406,38.1085,336856000,"James A. Lico","Everett","Washington","Electronic Technology","Electronic Equipment/Instruments",25000,2015,"FTV"
65,65,60.92,1086040,1382974.3,1382974.3,73.28,1.5333,138862594.878,33.9,8540227780,3.66434,19.3527,139706000,"Nicholas I. Fink","Deerfield","Illinois","Producer Manufacturing","Building Products",24700,1988,"FBHS"
29.61,29.94,28.86,3393667,4391960.9,4391960.9,39.735,0.72449,338180115.876,19.81,17465619600,1.73284,13.5743,603720000,"Lachlan Keith Murdoch","New York","New York","Consumer Services","Broadcasting",7700,2018,"FOXA"
29.45,29.62,28.53,936430,1093296.2,1093296.2,38.84,1.56997,157825567.17,19.13,17302615200,1.74896,13.7006,603720000,"Lachlan Keith Murdoch","New York","New York","Consumer Services","Broadcasting",7700,2018,"FOX"
19.52,19.52,18.83,3708116,4923280.2,4923280.2,35.77,5.5814,271092365.838,14.91,9366236460,0.967724,9.94143,495306000,"Jennifer M. Johnson","San Mateo","California","Finance","Investment Managers",9600,1947,"BEN"
9.45,9.46,9.04,18129730,27069095.5,27069095.5,13.635,3.62319,1445263350.57,4.82,13198407300,1.52333,NA,1451970000,"Richard C. Adkerson","Phoenix","Arizona","Non-Energy Minerals","Other Metals/Minerals",27500,1987,"FCX"
10.71,10.798,9.515,14441966,14834512.3,14834512.3,21.825,12.4519,202250562.528,5.26,3573608010,0.999104,9.61663,372639000,"Sonia Syngal","San Francisco","California","Retail Trade","Apparel/Footwear Retail",129000,1969,"GPS"
89.5083,91.43,88.455,2094662,1284286.3,1284286.3,105.58,2.58709,138336381.708,61.04,17365446380,3.41163,17.3113,191018000,"Clifton Albert Pemble","Schaffhausen","Schaffhausen","Electronic Technology","Telecommunications Equipment",15000,1989,"GRMN"
123.09,124.14,121.6,342992,544269.3,544269.3,171.775,NA,86226079.443,76.91,10857068425,12.1463,38.1935,89175100,"Eugene A. Hall","Stamford","Connecticut","Commercial Services","Miscellaneous Commercial Services",16724,1979,"IT"
152.2,152.39,148.08,1420995,2292251.8,2292251.8,193.76,3.04183,285133482.86,100.55,42596583850,3.14356,12.2069,286865000,"Phebe N. Novakovic","Reston","Virginia","Electronic Technology","Aerospace & Defense",102900,1952,"GD"
7.48,7.49,6.74,138909558,150080907.1,150080907.1,13.26,0.58824,8710614634.7,5.48,59305270200,1.68604,10.2225,8747090000,"H. Lawrence Culp","Boston","Massachusetts","Electronic Technology","Aerospace & Defense",205000,1878,"GE"
61.32,62.08,61.32,2793170,3755233.8,3755233.8,64.31,3.22262,604490908.059,46.59,37526065490,4.86393,17.4931,606139000,"Jeffrey L. Harmening","Minneapolis","Minnesota","Consumer Non-Durables","Food: Major Diversified",40000,1866,"GIS"
27.9,27.94,26.61,11664315,17723578.5,17723578.5,41.9,6.92483,1328324162.76,14.325,38181214400,0.956299,8.38177,1431080000,"Mary Teresa Barra","Detroit","Michigan","Consumer Durables","Motor Vehicles",164000,1908,"GM"
87.565,87.649,84.17,712603,1068635.2,1068635.2,108.58,3.83775,140343341,49.681,12162560600,3.49061,20.1606,144260000,"Paul D. Donahue","Atlanta","Georgia","Distribution Services","Wholesale Distributors",55000,1928,"GPC"
74.98,76.17,74.91,10517266,12808273.5,12808273.5,85.97,3.71686,1249362708,60.89,94451280000,4.1586,18.8036,1.254e+09,"Daniel P. O'Day","Foster City","California","Health Technology","Biotechnology",11800,1987,"GILD"
78.68,78.78,76.73,441448,951464.1,951464.1,111.43,0.97618,104110413.816,56.74,8204241040,1.25414,11.4726,106438000,"Larry M. Hutchison","McKinney","Texas","Finance","Life/Health Insurance",3196,1979,"GL"
178.85,181.5,176.96,1288634,1790288.6,1790288.6,209.62,0.47471,296839673.838,105.54,53222921640,1.91232,83.5948,299106000,"Jeffrey Steven Sloan","Atlanta","Georgia","Technology Services","Data Processing Services",24000,2001,"GPN"
210.96,211.31,201.2158,4884997,4184520.3,4184520.3,250.46,2.55024,329644576.008,130.85,69196942140,0.830498,10.6504,343887000,"David Michael Solomon","New York","New York","Finance","Investment Banks/Brokers",38300,1869,"GS"
316.3,316.3,308.805,240997,354228.5,354228.5,346.6,1.88383,45384729.8138,200.61,16532809359,9.03224,21.7119,53467900,"Donald G. Macpherson","Lake Forest","Illinois","Distribution Services","Wholesale Distributors",25300,1927,"GWW"
18,18,17.225,1940149,2468244,2468244,29.62,5.91245,191951275.525,11.2901,3324043250,-10.8697,9.09985,192475000,"Jeffrey J. Jones","Kansas City","Missouri","Consumer Services","Other Consumer Services",86100,1955,"HRB"
12.2,12.565,11.935,19035543,26864456.6,26864456.6,25.47,1.47662,874480360.458,4.25,10623836580,1.55989,NA,877278000,"Jeffrey Allen Miller","Houston","Texas","Industrial Services","Oilfield Services/Equipment",55000,1919,"HAL"
11.32,11.35,10.155,8443126,8696009.9,8696009.9,17.69,5.61272,343118309.555,6.96,3553437350,4.25895,7.53454,348035000,"Gerald W. Evans","Winston-Salem","North Carolina","Consumer Non-Durables","Apparel/Footwear",63000,1901,"HBI"
24.685,24.83,23.22,5924233,5633363.2,5633363.2,40.89,0.3231,152153940.031,14.31,3591906850,2.2415,10.6766,153173000,"Jochen Zeitz","Milwaukee","Wisconsin","Consumer Durables","Motor Vehicles",5000,1903,"HOG"
39.78,39.83,38.4117,3161395,3667476.1,3667476.1,62.75,3.367,355818769.425,19.04,14047282250,0.925519,8.24014,358075000,"Christopher J. Swift","Hartford","Connecticut","Finance","Multi-Line Insurance",19500,1810,"HIG"
74.18,74.48,72.635,1289012,1198757.1,1198757.1,126.87,3.74862,126871363.934,41.33,10064828060,3.64251,22.1193,137011000,"Brian D. Goldner","Pawtucket","Rhode Island","Consumer Durables","Recreational Products",5600,1923,"HAS"
115.15,115.495,109.505,1693432,4054526.5,4054526.5,151.97,1.55755,263024107.664,58.38,37060437630,-12.9549,12.4146,337619000,"Samuel N. Hazen","Nashville","Tennessee","Health Services","Hospital/Nursing Management",280000,1968,"HCA"
25.91,25.91,25.2249,4091052,5013797.4,5013797.4,37.93,5.79483,537185924.22,18.63,13774329300,1.89925,50.8562,538270000,"Thomas M. Herzog","Irvine","California","Finance","Real Estate Investment Trusts",204,1985,"PEAK"
62.62,63.04,61.08,1090931,1948771,1948771,73.99,NA,140510019.852,41.85,8772356200,2.98027,17.3091,142756000,"Stanley M. Bergman","Melville","New York","Distribution Services","Medical Distributors",19000,1932,"HSIC"
134.725,136.17,133.58,1370679,1668832.4,1668832.4,162.2,2.32394,146868911.904,109.88,28285169476.46,16.5722,25.1137,208009777,"Michele G. Buck","Hershey","Pennsylvania","Consumer Non-Durables","Food: Specialty/Candy",16140,1894,"HSY"
49.41,49.76,48.37,2182677,2385546.8,2385546.8,74.11,2.05634,273715675.616,26.06,14878055360,2.07353,NA,307144000,"John B. Hess","New York","New York","Energy Minerals","Oil & Gas Production",1775,1920,"HES"
